intent,text
offensive,bitch my phones gonna die in serious I got hot pockets
offensive,hoes
offensive,damn bro ps4 trash lol
offensive,just found u and fuck is my cock hard Love your dripping pussy
offensive,god wrote em now think again coon
offensive,hell Idk who did but that pussy better be golden
offensive,lmaoooo aye people person so you know lil Rico got hoes hahaha
offensive,I thought youd get the hint that we know you are a fake cunt and delete your fake account
hate speech,Because you are a fag
offensive,these hoes really out here
offensive,The same guy who thinks he can slang around bitch without it being offensive apparently
offensive,Do not make me draw you like one of my Franch bitches heffa
neither,I miss Tupac rap offs hillbilly
offensive,cause of the loads of pussy you get right
neither,look at you with yellow fever
offensive,cuz people at work are bitches they shit talkers and yeah dude I need a girls night out
offensive,haha yes niggah but yesterday night Idk man it hit me at night like around in the morning did not go to sleep till like
offensive,see bro pussy changes you
hate speech,wetback
offensive,yeah bitch hit me up when you get friend zoned Brody
offensive,yeah right pussy
offensive,hes a cheating wetback
offensive,he called the Kidd a pussy or something
offensive,I could not find the regular one faggot
offensive,I likes yo page I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis
offensive,cdfu bitch you fried
offensive,Makes you a pussy Making stupid internet threats You are a child and if it is about you which idk if it is its probably deserved
offensive,go buy them bitches
offensive,shown a tiny kitten you dumb fucking cunt
offensive,plot twist he is a faggot
offensive,my brother Where tf you been at negro
offensive,You ready to make this stats test our bitch
neither,I run CP in our community Local cops treat ppl like trash for that I hate it Makes ppl think its a waste
neither,why are you showing Yankees game in arizona when you promo Washington huskies game I bet would want my business
offensive,some people do shit to get shot at and then be like people hate me I dodge bullets Karma is bitch
offensive,mane you all niccas crazy af wiz old shit got niccas bitin his style n errthan
offensive,Chatt niccas love doin dat brah
offensive,lol hell ya dey think a nicca down der roadrunnin
offensive,bitch yu not safe URL
offensive,I view hackers on the same level as shoplifters bitch slapped into the lake and held until drowning Harsh but yeah Hate
offensive,I bet I can pull at lease bitches with them
offensive,look at ur avi u fag
offensive,you a bitch Dennis
offensive,bitch do not b a hypocrite
offensive,cuz I was gunna smoke u out today U a bitch tho
offensive,see thats all gill and green bitch ass they did not help me get my schools either You all still in the tournament
offensive,you my niggah though Daniel Lol
offensive,you a poop see I am going all ghetto talk Wtf
offensive,I am Finna DM you the pic Bruh these hoes funny
offensive,my nicca
offensive,you all niccas spark up
neither,he wasnt training gook boy doe
hate speech,the nig is fun to watch got to admit ebola boy can speak broken Spanish too lol
offensive,you A bitch too
offensive,I am here now hoe
offensive,I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha
offensive,laying in bed bout to pass out is gonna be a bitch
offensive,haha just kiddin but ya we should and get that fag to come and well go fishin or some shit
neither,you are from a trash can
offensive,pulled up in that bulbasuar you know I am bout to make yo girl pussy sore
offensive,bitch I got some bloods dat hang in la
offensive,fuck off lil bitch prolly gotta lil dick
offensive,gotta keep your bitch in check
neither,Its idiotic opinions like this that make polls less than trash Polls were not a problem when people with integrity were voting
hate speech,you look like fucking shrek bitch
offensive,choke on bread bitch
offensive,ya girl is a slimy ass hoe get her under control and tell her to stop spraying bullshit out her mouth all day
offensive,Hell na Hes a honky brah
hate speech,get on cunt
offensive,pussy
offensive,no I wuz just making a general statement I have never called u a bitch
neither,hes still a pogue though
neither,available online soon I did not have enough to get it after my Anathema merch Its a cracker I need it Can u
offensive,I know these hoes aint right
hate speech,bitch shut the fuck up goddam your a slut bitch whore nigga
hate speech,jk Id fuck a dog before I fuck you fish pussy
offensive,ya but you can not because its a real account dumb bitch I go to wams fucking bitch
offensive,nigga grow some balls and concentrate pussy
neither,Its showing Fairy blocked me
neither,Rather than believe that there was a man who was the very definition of good u mock it
offensive,dude I was pissed but then looking at it I fucking died at least I am the most yoked ape
offensive,Id sell anything if people are willing to buy it how highly do prostitutes think of their pussy to sell that
hate speech,because if you support lesbians you have to support faggots theres no difference
offensive,bitch ass nigga Rico
offensive,awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy
offensive,boy look like a Slave on that hoe
offensive,lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast
offensive,No problem remembering all those quirks can be a real bitch
neither,the giants are trashtheir time is over
offensive,come over hoe
offensive,perfect smoking weather haha bro I aint even in my hood yet and I already got hoes trying to say was up from other towns
hate speech,that hoe on some other shit bro rt and x better rn that a nigga high
neither,Well dirty bird could be just a middle finger since its the phallic giving the bird Not necessarily a wobblewibbler
offensive,all bitches eh hahah
offensive,i just cant stand how people get all fucking amped about it especially whiny bitches that even get scared at it
neither,Kendrick is not better than papoose or drake
offensive,nigga fuck you Some plano schools go hard then a bitch way better than Richardson
neither,mixtape sell sole got some bangers
offensive,I was lucky to be sensible and I have never had a fag or a drug I am pleased about that statistic Yes I have a beer but thats all
neither,Can not even spell right You have the brain of an ape
offensive,another black man What does that have to do with anything Once a monkey always a monkey Chicago idiot
offensive,idk I gotta think about it cause them bitches small as shit
offensive,that ugly ass picture and thanks bitch
offensive,she might be the one DONT be a bitch
offensive,I could not care LESS about these bitches
offensive,the fck dem bitches always got sum shit wit them
offensive,pussy purp
offensive,hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car Cause it will not hold air dumbass
hate speech,Id hate feeling like a faggot too punk ass hoe
hate speech,how about you wash my butthole out with your tongue you little faggot
offensive,shut your mouth you little fuckin bitch
offensive,you dirty little bitch
hate speech,Whatever Fuck all those assholes They are niggers they all look alike to me
hate speech,those little ISIS faggots usually have bags over their heads anyway Makes bullet placement interesting thru a scope
offensive,lol tell dat white bitch I said hey
offensive,I am coming bitches
offensive,u knw me homie show the bitches no love
neither,RT McRib buns contain a chemical azodicarbonamide which is also used to make yoga mats soles of shoes
hate speech,fags
offensive,ur moms pussy died a slow death so well have good company virgin
hate speech,purple pinkfor the faggots who want to be protectedby the police instead of BEARING ARMS if need be
offensive,bitches be like it means something to me
offensive,gotta be atleast NUMBER to call me a bitch lol
offensive,fag
hate speech,shut up fag
neither,ironic that hes a trashcan because he holds trash everytime you two cuddle Burn
offensive,Lol that nigga a real retard
offensive,shes a bad bitch
offensive,did you smile like a retard when you were a kid It took me till like th grade before I learned how to naturally smile
offensive,Idgaf man fuck them hoes They nice to look at but they aint for me
neither,I will show up and chug a beer or
offensive,she the only bitch that stayed loyal she a keeper bro
offensive,bitch What URL
offensive,LMAOOO black fag why did I misread that I am blocking you
offensive,thanks little fag
offensive,lmao yesterday Them hoes was cute af lol
offensive,keeping these hoes happy
offensive,bitch ass
neither,Do not yell at me I love both of the evolutionary lines despises the trash buddies
offensive,The soul has departed from the trainTheres no more soul in musicJust hunger for bitchesmoney and fame
offensive,dude quit being a hyposhitical bitch you ran downstairs cryingbegging me not to tell anyone
offensive,lmaoo my phone autocorrect like a bitch
offensive,he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well
neither,hoe hoe hoe merry Christmas
offensive,obama is a bitch his speech was pure politics for mid terms Only way we destroy ISIS is with troops on the ground
offensive,hey now do not diss my basketball hoe
offensive,awww dis sellout nigguh still talking
neither,God awful and that dude is Dorian eggplant black
offensive,man both them get around a lot bunch of hoes
offensive,whoa calling me a cunt
hate speech,this like a retarded wutang clan
offensive,at my club ho
offensive,yasss bitch yassss you deserve it Drake voice
neither,ha booner has that twitter ha
hate speech,beans u beaner
hate speech,you would not know fag
neither,You all gots betta machinery fo dat Hanger be ghetto
offensive,lmao I have always wanted to skibust my ass or not I am innat hoe fit and all
offensive,Oh nab Def not that easy You may not know nor believe this but I am legendary for curving pussy lol Guilty pleasure
neither,u both sorry to give racist a platform w his trash language Dana ur intvw was below kindergarten level
hate speech,An enraged NUMBER lb Mike Brown lethal weapon on legsHis hatred the police whitey added fuel his arsenal
offensive,lol shid who got one Boy my ass lonely as a bitch You cuffed up aint ya
offensive,wassup pussy
offensive,lmfao putting on for twitter i see fat bitch
offensive,just watch bitch nigga u gonna want the whole team dead
offensive,hey you bitch you should get the on your show Theyd be perfect for it I am kidding about the bitch part
offensive,hahahhaha he had mad bitches
offensive,my apologies Oh wait its my fucking birthday bitch
offensive,what are you doing tonight pussy
offensive,I likes it back dare Its free fo me cause whitey pay da fee
offensive,Who is da we whitey
offensive,thank you for the lyrics these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick
offensive,wrong maybe you been dealing with pussies but I do not put up with that crap If I f up telling me I f up Keep it real
offensive,bitch
offensive,nig nog
offensive,lol lil bitch
offensive,that damn coach aint never called back bitch ass
offensive,bitch hallon
offensive,I know right so much retard
hate speech,I just learned how many retards you can find when you search trending topics
hate speech,Thats not bias Its an objective fact that Philly fans are cunts
offensive,yasssss bitch yasssss
offensive,Its gonna bring it down though unless its turning into a welt already like a bubble wit pussy Gotta pop it an itll be gone
offensive,Slide up on a bad bitchDat bitch look good
neither,boy u look like big bird off of sesame street
offensive,bitch i dont even look like that keep talking and we going to fight
offensive,bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
offensive,bitch your unknown u dont have a mixtape and you damn sure cant rap u could not rap if your life depend on it
offensive,naw u keep it fake get yo lame ass on somwhere wigga hell no get on somwhere
offensive,oh hell no u have no swag whats so ever not even a little bit with dem cheap ass pugs and why so have a rag on bitch u not black
offensive,yea thats what i thought pussy boy u r a fucking thot
offensive,thats a win right there any nigga who doesnt partake in that is a faggot even if they dont smoke
offensive,she sucksbitch cant even pretend dance
offensive,should be lol lil bitch
offensive,you are welcome I miss you too nig nog
neither,should be going to free birds anyways
neither,next update would be AMAZIN if two celebrations were added Shirt off we will take the yellow and The RKO
offensive,I am assuming it would look something like a bitch slap and a Dickpunch
offensive,You do got alla da hoes
offensive,that bitch wants everybody out though thats the same shit she did to me at one point
offensive,do not fail bitch
offensive,that bitch hit the chick when she will not looking That shit weak af
offensive,Huh I been with Verizon for years bitch
offensive,text me we do not noisy hoes watching
offensive,nigga you done bumped yo head Li nings fire but Kobe Elite golds are trash URL
neither,I would not share a wave with those trash cans
offensive,that was real nicca shit tho lol
offensive,you mean bitch ass pussy
offensive,mine pussy
offensive,lol yeah bro good choice But bitches do love foreign whips so its a personal decision
offensive,pussy
offensive,you aint feet under its not over pussy
offensive,your a bitch if you hit a girl
offensive,you a bitch Edgar
offensive,your a punk pussy ass bitch Dude you do not have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
neither,thats ghetto
offensive,damn bitches on a niggas mind haha
neither,Off to the east of your current location on an eastfacing slope dry side of a dry place
offensive,you are bitch
hate speech,movies do not matter as long as you do coon shit with coons you are a nigga
offensive,bra I am bout to blaze this bitch
offensive,are bitches
offensive,We doing it Lizard Unless you skype us bitches
offensive,bitch
offensive,I gt android dmt kno whats in that box my nig
offensive,haha she a stupid hoe
neither,Anyone bring in a monkey
neither,Hit the clam chowderThanks for the wishes and the card
offensive,cocky sons of bitches
offensive,WILLIAN up in that hoe
offensive,aww man we had a BALL Small lil affair Set that bitch out
hate speech,sounds like a good idea But I want my word to be spread Jews niggers and commies alike
neither,we have a project that could lead into a military program but requires a full op mock up for testing
neither,your a greaser
offensive,bitch I work hours a day to protect your freedom fuck you AlwaysOnWatch GlobalForceForGood
offensive,bitch I am done with school
offensive,faggot
offensive,point that sasquatch bitch out
offensive,this hoe wasnt loyal URL
offensive,im slay bitch im wearin bandos armor cause im so rich i got my slayer helm and my whip droppies
hate speech,you both sure do You want to give a free pass to every border jumper in this country you two are whats wrong here
offensive,bitch please
hate speech,because shes a nigger
offensive,they can see this dumbass nigger
offensive,what are you doing bitch
hate speech,you have a redneck attitude The same people that think Benghazzi is real think Fox fake nws is real Your one
neither,I can only hope Charlie Strong UTcoach
offensive,really thats why we got side hoes
offensive,Y am I not surprised UGLY MIKE BOOGIE has to buy pussy
neither,I read a black man tweet hot sauce is trash watermelon is overrated I can not deal
offensive,shut up bitch and focus on that L tomar
neither,lol true I just want fried Oreos
neither,birds of a feather flock together
neither,As long as its not one of those special brownies right
offensive,you want my pussy so bad
offensive,speak english prude ass white bitch
offensive,thirsty basic ass bitch
neither,Pepe because his defending was outstanding His tackles were accurate nd he did hos job perfectly in both legs
offensive,Yooo I was thinking bout that the other day lol You only really speaking of one person my niggah
offensive,ok u hav gun I love you and you are my superior at fighting games and you probably get more bitches too peace
neither,this is gobbledy gook to me because i dont have the game
offensive,aoas you write back bitch lol
offensive,bitch lol
offensive,no bitch lol I am not about that life anymore
neither,I need some red green yellow pants helly shirts eress
offensive,khaye I can not see your freakin emojis I am a basic bitch today
offensive,dude tell me why thats so true my mom has this friends from Texas trying to hype redskin football and shit
hate speech,becuz no man should celebrate his bday at a drreams faggot
offensive,nice account faggot
offensive,pussy
neither,well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so
offensive,who can vouch for ya pussy tho k
neither,have u spent significant time in ANY ghetto or witnessed the years of terrorism committed by police in the Black community
offensive,what an unfortunate clothing choice Hoes with the crooked belly ring Completes the dumb trash motif perfectly
offensive,you all niccas bout to blow fool Lol can not wait for the world to see this Detroit shit nicca
offensive,quit being a pussy
offensive,Ja zo denkt ieder wel t zijne over zaken he je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting
neither,khan has been facing nothing but trash since his L to Garcia
offensive,bitch dont even think about playin wit me
hate speech,hoe do not make me put up screenshots of your texts to me hoe
offensive,shut up fuckin beaner
offensive,just be a hoe then
offensive,I am destroying this bitch dawg
offensive,I also like how IM called the hoe when I have been saying stop
offensive,pussy ass bitch
offensive,dont be a bitch smh
neither,Go back to mutt Rev I style Of course that would necessitate running over a dog and adopting it
offensive,thats what I call a crash dummy hoe
offensive,pom poms YOU MAKE THAT SHIT YEAHHHH
neither,THE WASP OF ANGRY LEGEND BEAT IT INTO A SQUISHY PULP
hate speech,jus wanted to let yall know hope the hurricane kills your soca sunday trash LORDWILLIN
offensive,lol you tell that bitch
neither,boy I had no idea that was coming Its called a smartphone You are horrible at trash talk
offensive,LMFAOOOO if that bitch did not change his so much I could find more
neither,Marshall Law Whatever you coon
offensive,bitch stop hatin cause they aint make em in toddler size You should be happy they make em in GS now
hate speech,ew queer white thirsty bitch
hate speech,fugly queer white trash
hate speech,omg gtfo white faggot
offensive,ugly white bitch
offensive,dont be a bitch man up lol
offensive,That is great Dumb crybaby pussy
offensive,damn he was my bitch for Eddie Johnson teams last year
offensive,Lol always with the complaining and crying Just like when Jeezy broke up with you cause your a moaning old bitch
hate speech,ratchet looking nigger
hate speech,you understand you look like a real life dyke right Like you look like a WNBA dyke bro A sports bra bball shorts wearing dyke
offensive,lmsoooo dawg I aint got no bitches mane I low key got a chick but I can not say it on Twitter You know how these wolves is
offensive,nigga look my size plus it get hit in the ass an look like its been fighting all its life I will sneak dat bitch an RUN
offensive,shoot that nigger bitch in the knees
hate speech,yes now get off twitter you lame negros should have never learned how to use the Internet
neither,I seen sum of it but I am tryin see lox n mook
hate speech,hahahaha youza fuck wigger
neither,trash
offensive,aids fuck Smdh u punk bitch
offensive,ahh I see I am still a rook about the knowledge of THE hoe But I am progressing
offensive,you are a little bitch x2
hate speech,leave you beaner retard
offensive,I aint light skin nigga I am even colored lmao
offensive,nigga I talk shit period this aint nun new white bitch we go threw this every damn day
offensive,u a bitch in niggas clothing shut yo ass up
offensive,peckerwood
neither,hes a greaser
neither,For the record NoHomo but do not care who is unless I gotta see it same with every sexuality even birds dogs what not
offensive,I likes me dem Mexican hoes Day suck me off for dollas
offensive,I was bout to smack a bitch
offensive,bro this bitch really stood there and was like you gonna give me my penny
offensive,exception for Gilda Radner that bitch was funny
offensive,You are still a bitch
offensive,Them stop being a bitch and do it
offensive,remember can be a bitch Stop to drink if you get stalled wib advice
offensive,ur one to talk bitch
offensive,Yeah its fuck that Jigsawfaced bitch everyday B
offensive,thanks dumb bitch
offensive,you were there bitch lol
offensive,you are being a bitch lol but naa serio wassuo
neither,just said uswas full of nicegivingsmart pplI thought we were meanunexceptionalbitter clingersevolved
neither,thats true in some ways Gaming is very broad now a days tho Everyone is a gamer with candy crush and angry birds
neither,Oh wait can I get that photo of me playin with Creeds SIDE PROJECT by itself My bad Yeah FOB is embarrassing
offensive,i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans
offensive,lol its gonna be so fun got two niglets on the way
offensive,niccas dnt kno bout da art of finessin
neither,and a prime Leija would trash most of these dudes today
offensive,whatever Gabby You hoe
offensive,Gabby why are you so ghetto
offensive,I am always there bitch
offensive,nigra in da back
neither,those nudes were trash
hate speech,heyyyyyyyyyyy fag boy am I gonna watch you play
hate speech,Says the old man I hope you can survive another years you silly Jigga boo monkey
offensive,lol that pussy got rich niggas losing their minds too Got Drizzy Breezy beefd out that puss is the devils playground
offensive,you out yo mind Rose colder than Kim way more down to earth Kanye bitch give him more problems than Wizs does
neither,I is colored Latino and some Jewish When I move in I do not ruin the neighborhood I wipe it out
offensive,I hear ya hoe
offensive,I was sleep hoe where you at
offensive,funky hoe you gone solo
offensive,lol I will be there in the morning hoe
offensive,naw hoe let me see if you got Keisha
offensive,you owe two hoe I do not wanna hear shit when I hyu
offensive,ffffffffffffuck Baratheon rebellions are a bitch
offensive,bitch what happen to comin thru
offensive,first off who you calling a hoe Do not make me go sharkeisha ok you boo boo
offensive,oh you sneaky son of a bitch you
offensive,babe its the thought that countsbitch you a thot
offensive,all I did was bitch about Jessie still love you anyway
offensive,Den you enjoy da nite wit a colored man We do it again in weeks Lets me no if I needs ta bring da magnums
offensive,My shits like an eggplant baby Black and big enough so dat all da women gets dem a piece
neither,I wants to call bouts my vitaligro but I aint sho if you a doctor fo da colored folk
offensive,All dem colored boys be sayin I dare baby daddy I gots to protect my semen under da lock and key And I wrap x
offensive,Does da N mean negro
offensive,dese bitches n my shot nigga
offensive,i wont ima come piss in yours bitch
offensive,lol nahh bitch dont put yo life on me ole cant drink water after ass nigga PissinInDaBedAssBoy
offensive,no it ainn bitch
offensive,shut up bitch
offensive,we do not love this hoes
neither,u want me to make u one of my ghetto nunchucks they come in singles and doubleended
neither,dont get that bacon stuffed crust tho its trash
hate speech,hoe do not tweet me
offensive,basic bitch comeback eected
offensive,brooooo I miss you bitch
offensive,granted cracker is not that bad because when you say that to a white person your saying their one of the slave
hate speech,Hope you guys do get attacked for supporting SOPA bunch of dirty snake faggots
offensive,xavier you bitch
offensive,you egg spam bitch
hate speech,Go pray in a church or something fag no one cares about your religious bullshit
offensive,I want to eat your pussy
hate speech,That band is white trash and only white trash would buy that album
offensive,Neither does your fucking cat pussy
offensive,lmao real shit though them bitches be dumb as fuck smh
offensive,hoe told me she was gonna chop my dick off She was from Baltimore
offensive,I watched the st season bc I wanted to see the diff sides of Elijah Not to see a thristy hoe who uses Walgreens hair dye
neither,She was always a pathetic mutt desperately seeking attention a purpose No matter what JP writes that will never change
offensive,man get yo bitch ass out my mf mentions man with all tht bs u trippin
offensive,bitch fck all lay wat you wanna do
offensive,fight or nah dumb bitch
offensive,ight bitch ima see u
offensive,come so you can record him saying hes my bitch
offensive,fuck your chicken sandwich ho
hate speech,Julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining
neither,jayz and bey they will never bejus trash
offensive,screw the little porch monkey
offensive,the coon n coon wanna b got what they should have except should have been more time in jail
offensive,they are all idiots except kourt the rest are just slutty ass bitches
offensive,y do not both of those fat bitches die
offensive,U should just pull out let Ferguson fend for themselves It has been a week Wasting manpower Most r just attention hos
offensive,I got that hoe bootlegged haha if you wanna borrow it
offensive,biiiiitch that hoe looks perfect haha but iight
offensive,Some women get in a relationship quick so they will not feel like a hoe for having sex
offensive,get it Bc you called yourself a tool I called you a hoe Bc hoes are tools hahahaha I am so funny
neither,New showThursdays with Jinxy broadcast from the moon its made of chunky blue cheese you know
neither,soo what you putting on those crackers Gregg
offensive,Asian pussy
offensive,I am on that straight Cali kush bitch do not kill my vibe
offensive,bitch I got plans to fuck tonight I said friday nigga
offensive,bitch I make the plans not you pussy fart I am in charge follow me or deny me I am doin Friday and were fighting
offensive,fuck you bruh you did not show up fucking pussy
hate speech,haha ight nig calm yoself
offensive,haha you playin nigga I fuck bitches make money and smoke that straight og kush
offensive,ight this Friday nig
offensive,this Friday at the c burg mall you gettin whipped like the bitches I fuck
offensive,dude fuck you faggot its Friday or no go bitch I set the standards you make or break them bitch
hate speech,fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
hate speech,ight nigga haha fucking queer has to clear his schedule
offensive,ight nigga tonight at NUMBER c burg mall bitch
hate speech,roid rage much faggot
offensive,why you crying then baby back bitch
offensive,straight up your hoes can wait
neither,goh d AnoniemeAso meeting heeft weer pauzeNog steeds niet bij hoofdstukhoe haal ik mn ID
offensive,no that nigga goin to work Quit tryin to kill a niggas vibe you broke bitch
offensive,Yeah so quit being a bitch and edit
offensive,get into Devil first bitch Roasted
hate speech,legit retard
neither,I never really rocked with the white sole I feel ya bro But these My favorite Foam of all time URL
offensive,I have had to do it in multiple classes Aint really that rare Also do not call your teacher a bitch on twitter
offensive,thanks nig
offensive,she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like BYE Falicia
neither,Bc is trash why would he lie about that I told you hes real
offensive,you actually think he will do that lil bitch can not punch a potato
offensive,both of you all pussy boa
neither,I wonder if the progs did not relegate young black men to the ghettos to keep them away from harry reids friends
offensive,Terrance you wanna be one of my hoes
offensive,Can I bitch about not having smoke
offensive,fuck your redskins bitch
offensive,shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect
offensive,not as sick as you muzzie trash URL
offensive,lick my pussy and ma crack
offensive,ill finger ur tight pussy so slowly you will be moaning my name bby
offensive,bitch u perfect
neither,interesting hick
offensive,bruh really rocking a toaster on his face lmaoooo he prolly got bitches too man
offensive,you knw where i am pussy i hate when u ask me tht
neither,trash
offensive,vraag t Svenhij denkt Hoe lichter van kleur hoe beter het morele kompas werkt Ik ben kleurenblind ~
offensive,I was laughing at a joke about NUMBER big different bitch
hate speech,they want what I got I want what they got Americathey got the word nigger I want it to
offensive,sal tryin pull a K Ferderlinelazy ass son of a bitch
neither,Altyd zo geweest hoe vaak men ook zegtit nooit meerLozeWoordenPuntjeBijPaaltje vertonen z dierngedrag
offensive,She walks away What a pussy
neither,I will ask you same question Do you support border jumpers Do you support illegals
offensive,is that all u can say twat
neither,and plus its trash talk You should know that especially with ole miss
offensive,I go for the most direct flight then by price Over and done with layovers Flying is a bitch enough
hate speech,I am jus tryna vaca away from the niggers bro
offensive,nd and last time I will ever call you that faggot
offensive,smh U so retarded Lol
offensive,LOL that Caitlyn Can not carry retards
offensive,So can we just let this faggot in already before he cries himself to sleep
offensive,whatta you fags doin
offensive,Ass Oreos and his name is Thad Castle
hate speech,Sion is a faggot Very meh ganks preNUMBER and postNUMBER his ganks are still pretty meh hes just a tank nothing special imo Mao +
offensive,hmu when you are good to go bitch
neither,omg I do not even know where kimlau sq isI would been likelook a bird then ran for the hills Lol
offensive,bitch why did you not fav or retweet this
neither,lemme guess you wore the hilly hicks sweatsleggings
offensive,wtf hoe answer my question
hate speech,your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
hate speech,Move out of our country teabaggers
offensive,hes am has no clue heeb
offensive,old with a old wolf pussy that is
offensive,omfg or the other pics of the tranny lmao
offensive,lol fuck these lil bitches aint shit to peep wassup w you tho
offensive,you are a bitch
offensive,I hate those creepy ass dolls that call you dada I am like bitch I aint yo daddy
offensive,lemme find out you twitter beefin with hoes
offensive,bitch need crutches
offensive,pussy poppin on a headstand while ur eating watermelon
offensive,Na a young bitch got school
neither,BlessJesus Amos NUMBER Can two walk together unless they are agreed DifferentLevels
hate speech,those god damn chinks URL
offensive,word school flow on a dumb hoe
offensive,same here Fucking hated that bitch
offensive,told you them bitches was mad even g
offensive,I am tryna have this bitch in out soon
offensive,lmao hell yea I love thick bitches thick bitches love fat niggas
offensive,bitch you know you will not this
neither,Well he canonically plays the troll equivalent of Pokemon throws the new Fairy type at him
neither,Amen on this tweet mm rockets from Victor Charlie leave a lasting impression
offensive,i found her right here good job unfollowing me btw faggot URL
offensive,I couldve swore everyday was jus sayin I had all the hoes like days ago No I am gayWhats next I gotta baby on the way
offensive,naw nigga I got yo bitch tip toeing on my wooden floor
offensive,and retarded
offensive,dammit now I am the only one with a fucked up tranny
offensive,no send the fucking challenge quit being a pussy
offensive,meet me later for a reach around Charlie Crist
hate speech,niggerfood niggerperson you are a nigger
offensive,cracker
hate speech,ok wat ever u say whitey u prolly never even seen shaft
hate speech,shut up lizard faggot nigger cunt
offensive,thats very logical because bitches love using my face as a toilet
neither,what about yellow spots
hate speech,ya I know all the slang I am racist I h8 porch monkies
neither,your pet zebra stripey
offensive,bitch shut up and hand me some of those flowers you selling the light is about to change
hate speech,if the faggots can have a page y cant theyfaggots offend me more than them
hate speech,im American do not give shits about the beaners ship them beaners back
neither,looks like any other little porch monkey to me
offensive,the little cunt can just die for all I care
hate speech,y do not that bitch just shoot herself so sick of all those whores
offensive,hurt hoes be like
offensive,bitch no more on my account
offensive,I have an open mind and that bitch Beyonce is crazy
offensive,I was nice to the dumb bitch then she puts her nose all up in my business Eat shit white trash hoe
offensive,brush lets just ignore the silly hoe Shes pregnant hella hormones tryna fuck with other people
hate speech,that was so gay And I was tanning bitch Juvie made me white
offensive,bitch looks like spongebob
offensive,shelby your pussy is beat up
offensive,All of these bitches lying
neither,bout to be in ike a couple hours
offensive,drunk bitch used to eat my ass its relaxing
offensive,finger my pussy slowly with circular motion
offensive,finger my throbbing pussy
offensive,finger my wet throbbing pussy slowly as I cum on ur fingers
offensive,fuck my throbbing pussy slowly
offensive,fuck my wet pussy with ur huge cock
hate speech,happy cuz I woke up white and not a nigger
offensive,hells yeah fuckin sick ass bitch
offensive,my pussy is aching for ur follow bae
hate speech,nigger
offensive,only a ratchet bitch would
offensive,so does my juicy pussy
neither,I wonder if I have my very own NSA spook following me by now
offensive,nice ears bitch you look like a god damn elephant
offensive,I am not delivering to that bitch boy anymore
offensive,pussy I aint had a coochie since I was
offensive,and you look like hmmm a nigger
offensive,bitches on my dick but look at me I am fucking beautiful
offensive,I do not fight or want to fight bitches who do not know who the fuck I am Fuck I look like doing that Nigga PLEASE
offensive,Nah Id NEVER ask a guy to ride down on a chick Whats the use of getting him in trouble for a trashass bitch
neither,letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god URL
neither,I wonders why dare aint no colored folk up dare
offensive,Well ho di doe Thank you
offensive,bitch bought her son some talking bout I had to get em before they sold out
offensive,lol nigga just walk in that hoe looking for girls do not even wanna buy nothing
offensive,that hoe out now
hate speech,Can you speak one coherent sentence without sounding like a nig Seriously
hate speech,it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
offensive,you fucking pussy
neither,I aint to show bout dem colored diamonds you talk about on da radio Any diamond you gets from a colored be stolen
offensive,every time I beat you I am being a faggot maybe I am just being better than you lmao
offensive,So many bitches you gon need to change ya name from Jebidiah to Bitches
offensive,Nah but I was worth that character bitch
offensive,bruhhh I am joking Do not pop trunk on me I am just a bitch ass niiiieeegggaaa
offensive,bitch ass
offensive,because you are the ratchetest of them all bitch
offensive,you do realize ya pussy stank right
neither,Hey u just followed me not long ago Gonna nip that in da bud like ur bio tho U know the white devils stole our our
offensive,Happy Birthday pussy Have a good one
offensive,ahhh stupid bitch
offensive,i love seing new ones cause i save them and then youse them bitches lmfao
offensive,i donno who demz iz But ima bout to get white gurll ghetto on there asses when i find out
hate speech,Ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch I can fix my grammar but u still fat
offensive,awe boy you smell like monkey sex
offensive,he had the hoes too
neither,you look like flappy bird
offensive,He must think you bump pussy I no mind I will eat your thong and make you squirt like the geyser
neither,they call me yellow bone
hate speech,thats not even a real word Must have hit a blunt and started making up shit with your nigger ass lol
offensive,bitch we shot a music video
offensive,them bitches be smackin
